keys,freq,word1,word2
"""doval sir""",7,doval,sir
"""hy jisy""",7,hy,jisy
"""trump ka""",7,trump,ka
"""grylls ko""",7,grylls,ko
"""ki degree""",7,ki,degree
"""politicians ke""",7,politicians,ke
"""oper se""",7,oper,se
"""life main""",7,life,main
"""news channel""",7,news,channel
"""islam ko""",7,islam,ko
"""talent ki""",7,talent,ki
"""india to""",7,india,to
"""hoti hai""",7,hoti,hai
"""goel ji""",7,goel,ji
"""fat ti""",7,fat,ti
"""kasmir k""",7,kasmir,k
"""islam ke""",7,islam,ke
"""k peeche""",7,k,peeche
"""video dekh""",7,video,dekh
"""strike kar""",7,strike,kar
"""khan sahb""",7,khan,sahb
"""last monday""",7,last,monday
"""lanat hai""",7,lanat,hai
"""etc aur""",7,etc,aur
"""aur pakistan""",7,aur,pakistan
"""use krte""",7,use,krte
"""say hi""",7,say,hi
"""politics ka""",7,politics,ka
"""on sadhna""",7,on,sadhna
"""camp me""",7,camp,me
"""inc ki""",7,inc,ki
"""news mein""",7,news,mein
"""mirror me""",7,mirror,me
"""kr he""",7,kr,he
"""account main""",7,account,main
"""state k""",7,state,k
"""indians hain""",7,indians,hain
"""game khel""",7,game,khel
"""main ho""",7,main,ho
"""ka kaam""",7,ka,kaam
"""like u""",7,like,u
"""guru ji""",7,guru,ji
"""youtube channel""",7,youtube,channel
"""show ke""",7,show,ke
"""good luck""",7,good,luck
"""person hai""",7,person,hai
"""v india""",7,v,india
"""obc ko""",7,obc,ko
"""upr se""",7,upr,se
"""pakistan may""",7,pakistan,may
"""ke din""",7,ke,din
"""category ke""",7,category,ke
"""pr ap""",7,pr,ap
"""issue ha""",7,issue,ha
"""le ghey""",7,le,ghey
"""ap ky""",7,ap,ky
"""muslims hai""",7,muslims,hai
"""girls ka""",7,girls,ka
"""give me""",7,give,me
"""market mai""",7,market,mai
"""hospital ka""",7,hospital,ka
"""coma mein""",7,coma,mein
"""per baat""",7,per,baat
"""gov ko""",7,gov,ko
"""block karti""",7,block,karti
"""to agar""",7,to,agar
"""speech hai""",7,speech,hai
"""start kia""",7,start,kia
"""thora sa""",7,thora,sa
"""captain ko""",7,captain,ko
"""tipu sultan""",7,tipu,sultan
"""leader tha""",7,leader,tha
"""or apne""",7,or,apne
"""se poch""",7,se,poch
"""n k""",7,n,k
"""pass to""",7,pass,to
"""k tukray""",7,k,tukray
"""rahy gi""",7,rahy,gi
"""celebrate karo""",7,celebrate,karo
"""republic tv""",7,republic,tv
"""flag k""",7,flag,k
"""bank wale""",7,bank,wale
"""me a""",7,me,a
"""in shah""",7,in,shah
"""ny pakistan""",7,ny,pakistan
"""action nahi""",7,action,nahi
"""game ko""",7,game,ko
"""state bana""",7,state,bana
"""pakistan ya""",7,pakistan,ya
"""police complaint""",7,police,complaint
"""palestine k""",7,palestine,k
"""open hi""",7,open,hi
"""ndtv aur""",7,ndtv,aur
"""amin ya""",7,amin,ya
"""or humare""",7,or,humare
"""hai pakistan""",7,hai,pakistan
"""selected pm""",7,selected,pm
"""sec ke""",7,sec,ke
"""important nahi""",7,important,nahi
"""areas me""",7,areas,me
"""president ki""",7,president,ki
"""university se""",7,university,se
"""feminism ke""",7,feminism,ke
"""minorities ke""",7,minorities,ke
"""blame kar""",7,blame,kar
"""ni kar""",7,ni,kar
"""control me""",7,control,me
"""my friend""",7,my,friend
"""walon k""",7,walon,k
"""ke tweet""",7,ke,tweet
"""me bhi""",7,me,bhi
"""against ek""",7,against,ek
"""fort se""",7,fort,se
"""profile dekh""",7,profile,dekh
"""cm ji""",7,cm,ji
"""article ko""",7,article,ko
"""or abhi""",7,or,abhi
"""start nahi""",7,start,nahi
"""people ka""",7,people,ka
"""srk ko""",7,srk,ko
"""launch kiya""",7,launch,kiya
"""hone pe""",7,hone,pe
"""opposition ke""",7,opposition,ke
"""atankwadi ho""",7,atankwadi,ho
"""president banane""",7,president,banane
"""face se""",7,face,se
"""reporting karne""",7,reporting,karne
"""din se""",7,din,se
"""machine se""",7,machine,se
"""35a ki""",7,35a,ki
"""president hai""",7,president,hai
"""na eid""",7,na,eid
"""last mai""",7,last,mai
"""meeting me""",7,meeting,me
"""chor kr""",7,chor,kr
"""dain gy""",7,dain,gy
"""se a""",7,se,a
"""majority se""",7,majority,se
"""pic ke""",7,pic,ke
"""compare na""",7,compare,na
"""dy ameen""",7,dy,ameen
"""ki video""",7,ki,video
"""agent ki""",7,agent,ki
"""cancer ho""",7,cancer,ho
"""per na""",7,per,na
"""against koi""",7,against,koi
"""information hai""",7,information,hai
"""animals ki""",7,animals,ki
"""boy ki""",7,boy,ki
"""india pr""",7,india,pr
"""top pe""",7,top,pe
"""matter ko""",7,matter,ko
"""or logo""",7,or,logo
"""president bane""",7,president,bane
"""to abhi""",7,to,abhi
"""gafoora ko""",7,gafoora,ko
"""report kar""",7,report,kar
"""balochistan pakistan""",7,balochistan,pakistan
"""phone me""",7,phone,me
"""divert kar""",7,divert,kar
"""russia aur""",7,russia,aur
"""k ly""",7,k,ly
"""use nahi""",7,use,nahi
"""in ma""",7,in,ma
"""curfew hatao""",7,curfew,hatao
"""hours ka""",7,hours,ka
"""flood se""",7,flood,se
"""inc ka""",7,inc,ka
"""ki agar""",7,ki,agar
"""economy hai""",7,economy,hai
"""pilot ki""",7,pilot,ki
"""ka matlab""",7,ka,matlab
"""but itna""",7,but,itna
"""ker de""",7,ker,de
"""de diye""",7,de,diye
"""hone wala""",7,hone,wala
"""episode ke""",7,episode,ke
"""ndtv se""",7,ndtv,se
"""free india""",7,free,india
"""can u""",7,can,u
"""line main""",7,line,main
"""mentality hai""",7,mentality,hai
"""hui hai""",7,hui,hai
"""news failate""",7,news,failate
"""qom ki""",7,qom,ki
"""market se""",7,market,se
"""qureshi ne""",7,qureshi,ne
"""line pe""",7,line,pe
"""pakistan mein""",7,pakistan,mein
"""ko panah""",7,ko,panah
"""hope so""",7,hope,so
"""nation hai""",7,nation,hai
"""states ko""",7,states,ko
"""china ne""",7,china,ne
"""bomb hai""",7,bomb,hai
"""send karo""",7,send,karo
"""ki or""",7,ki,or
"""nation ko""",7,nation,ko
"""b ye""",7,b,ye
"""k bachy""",7,k,bachy
"""animals ke""",7,animals,ke
"""to ne""",7,to,ne
"""pm ko""",7,pm,ko
"""no me""",7,no,me
"""gafoor ne""",7,gafoor,ne
"""announce kiya""",7,announce,kiya
"""hospital wale""",7,hospital,wale
"""delete ker""",7,delete,ker
"""budget hai""",7,budget,hai
"""ki taraf""",7,ki,taraf
"""told me""",7,told,me
"""word hai""",7,word,hai
"""opposition ne""",7,opposition,ne
"""help kro""",7,help,kro
"""defend bhi""",7,defend,bhi
"""wait kr""",7,wait,kr
"""se kya""",7,se,kya
"""major ki""",7,major,ki
"""mangi thi""",7,mangi,thi
"""my life""",7,my,life
"""mafia ne""",7,mafia,ne
"""cross kr""",7,cross,kr
"""proud hai""",7,proud,hai
"""15aug ko""",7,15aug,ko
"""india ko""",7,india,ko
"""any waly""",7,any,waly
"""age main""",7,age,main
"""if you""",7,if,you
"""the kashmir""",7,the,kashmir
"""shikumi wo""",7,shikumi,wo
"""be us""",7,be,us
"""ka kam""",7,ka,kam
"""hai k""",7,hai,k
"""award ka""",7,award,ka
"""ne bola""",7,ne,bola
"""he nahe""",7,he,nahe
"""episode bhi""",7,episode,bhi
"""ho rahy""",7,ho,rahy
"""like ye""",7,like,ye
"""payment nahi""",7,payment,nahi
"""players chaiye""",7,players,chaiye
"""army nhi""",7,army,nhi
"""we dont""",7,we,dont
"""ky liye""",7,ky,liye
"""student ke""",7,student,ke
"""say to""",7,say,to
"""or din""",7,or,din
"""friends ki""",7,friends,ki
"""girl ko""",7,girl,ko
"""show mai""",7,show,mai
"""sahb ne""",7,sahb,ne
"""we want""",7,we,want
"""shadow ban""",7,shadow,ban
"""mang rahe""",7,mang,rahe
"""number se""",7,number,se
"""ka link""",7,ka,link
"""propaganda karne""",7,propaganda,karne
"""army karegi""",7,army,karegi
"""agree karta""",7,agree,karta
"""office se""",7,office,se
"""status par""",7,status,par
"""or jail""",7,or,jail
"""generals ko""",7,generals,ko
"""august hai""",7,august,hai
"""delete karna""",7,delete,karna
"""fans ke""",7,fans,ke
"""supply karte""",7,supply,karte
"""me add""",7,me,add
"""sure ye""",7,sure,ye
"""railway me""",7,railway,me
"""par kaam""",7,par,kaam
"""ha tw""",7,ha,tw
"""treatment ki""",7,treatment,ki
"""option hota""",7,option,hota
"""system hai""",7,system,hai
"""market ke""",7,market,ke
"""time hota""",7,time,hota
"""kr dein""",7,kr,dein
"""research kiya""",7,research,kiya
"""information nahi""",7,information,nahi
"""ki demand""",7,ki,demand
"""twitter join""",7,twitter,join
"""years mai""",7,years,mai
"""house main""",7,house,main
"""ab ye""",7,ab,ye
"""salary me""",7,salary,me
"""a date""",7,a,date
"""ki kami""",7,ki,kami
"""wish puri""",7,wish,puri
"""share karo""",7,share,karo
"""cross ki""",7,cross,ki
"""loan pe""",7,loan,pe
"""dy do""",7,dy,do
"""complain ki""",7,complain,ki
"""ka jo""",7,ka,jo
"""ka rona""",7,ka,rona
"""he kar""",7,he,kar
"""profile me""",7,profile,me
"""that i""",7,that,i
"""profile check""",7,profile,check
"""or use""",7,or,use
"""house se""",7,house,se
"""post share""",7,post,share
"""na hota""",7,na,hota
"""station ka""",7,station,ka
"""return kar""",7,return,kar
"""freeindia hi""",7,freeindia,hi
"""muslims kay""",7,muslims,kay
"""k hi""",7,k,hi
"""heroes ko""",7,heroes,ko
"""future mein""",7,future,mein
"""se nivedan""",7,se,nivedan
"""etc ka""",7,etc,ka
"""kr len""",7,kr,len
"""bae me""",7,bae,me
"""ye log""",7,ye,log
"""waiting for""",7,waiting,for
"""confirm kiya""",7,confirm,kiya
"""ne bata""",7,ne,bata
"""kariye btcbt""",7,kariye,btcbt
"""delay mat""",7,delay,mat
"""tech le""",7,tech,le
"""bait hoo""",7,bait,hoo
"""stopkillingonbakraeid baakhabar""",7,stopkillingonbakraeid,baakhabar
"""baloch ke""",6,baloch,ke
"""es leye""",6,es,leye
"""are randi""",6,are,randi
"""35a se""",6,35a,se
"""syed sajjad""",6,syed,sajjad
"""declare ho""",6,declare,ho
"""ne farmaya""",6,ne,farmaya
"""or jammu""",6,or,jammu
"""compare kiya""",6,compare,kiya
"""pandits ko""",6,pandits,ko
"""common man""",6,common,man
"""is pakistani""",6,is,pakistani
"""le rha""",6,le,rha
"""details hai""",6,details,hai
"""line par""",6,line,par
"""and jo""",6,and,jo
"""mian sahab""",6,mian,sahab
"""budget mein""",6,budget,mein
"""college ki""",6,college,ki
"""twitter war""",6,twitter,war
"""protest ka""",6,protest,ka
"""tweets k""",6,tweets,k
"""to road""",6,to,road
"""aatankwad ke""",6,aatankwad,ke
"""vote k""",6,vote,k
"""hr player""",6,hr,player
"""gay na""",6,gay,na
"""case ki""",6,case,ki
"""mansik rogi""",6,mansik,rogi
"""industry ko""",6,industry,ko
"""leader k""",6,leader,k
"""terrorist aur""",6,terrorist,aur
"""why i""",6,why,i
"""outrage karne""",6,outrage,karne
"""do phr""",6,do,phr
"""ppp se""",6,ppp,se
"""right hai""",6,right,hai
"""acha phr""",6,acha,phr
"""help karega""",6,help,karega
"""to lo""",6,to,lo
"""i c""",6,i,c
"""tweet ker""",6,tweet,ker
"""protest ho""",6,protest,ho
"""map mein""",6,map,mein
"""marny ka""",6,marny,ka
"""comment na""",6,comment,na
"""media pr""",6,media,pr
"""visit karo""",6,visit,karo
"""to mp""",6,to,mp
"""italy chala""",6,italy,chala
"""ns ka""",6,ns,ka
"""he acha""",6,he,acha
"""atif bhai""",6,atif,bhai
"""gand k""",6,gand,k
"""tweet main""",6,tweet,main
"""education se""",6,education,se
"""release kr""",6,release,kr
"""rights ke""",6,rights,ke
"""protect kar""",6,protect,kar
"""kyn ki""",6,kyn,ki
"""or n""",6,or,n
"""pe reply""",6,pe,reply
"""he sir""",6,he,sir
"""history k""",6,history,k
"""pure india""",6,pure,india
"""allow nahi""",6,allow,nahi
"""he be""",6,he,be
"""ka reply""",6,ka,reply
"""party se""",6,party,se
"""interest hai""",6,interest,hai
"""pakistan zinda""",6,pakistan,zinda
"""swaraj ji""",6,swaraj,ji
"""delete kyu""",6,delete,kyu
"""desh ki""",6,desh,ki
"""and ji""",6,and,ji
"""party ek""",6,party,ek
"""day to""",6,day,to
"""is bakri""",6,is,bakri
"""se upar""",6,se,upar
"""apse ek""",6,apse,ek
"""paida hota""",6,paida,hota
"""block hi""",6,block,hi
"""hy warna""",6,hy,warna
"""time q""",6,time,q
"""women k""",6,women,k
"""unfollow kr""",6,unfollow,kr
"""british ka""",6,british,ka
"""atankwad ki""",6,atankwad,ki
"""relative ko""",6,relative,ko
"""committee ka""",6,committee,ka
"""confidence hai""",6,confidence,hai
"""logo nay""",6,logo,nay
"""elections se""",6,elections,se
"""nay to""",6,nay,to
"""k insan""",6,k,insan
"""career ke""",6,career,ke
"""kar rhe""",6,kar,rhe
"""yatra ke""",6,yatra,ke
"""job hai""",6,job,hai
"""normal insaan""",6,normal,insaan
"""help milegi""",6,help,milegi
"""be india""",6,be,india
"""k jany""",6,k,jany
"""house par""",6,house,par
"""reporter ne""",6,reporter,ne
"""believe me""",6,believe,me
"""minister aur""",6,minister,aur
"""comment kia""",6,comment,kia
"""to suwar""",6,to,suwar
"""lain gy""",6,lain,gy
"""par tum""",6,par,tum
"""field me""",6,field,me
"""to vote""",6,to,vote
"""kch din""",6,kch,din
"""hony sy""",6,hony,sy
"""to tera""",6,to,tera
"""islamic desh""",6,islamic,desh
"""or karachi""",6,or,karachi
"""se or""",6,se,or
"""to chor""",6,to,chor
"""movie main""",6,movie,main
"""taliban khan""",6,taliban,khan
"""support bhi""",6,support,bhi
"""reality ko""",6,reality,ko
"""spelling sahi""",6,spelling,sahi
"""b na""",6,b,na
"""people ko""",6,people,ko
"""hai is""",6,hai,is
"""upload nahi""",6,upload,nahi
"""se pakistan""",6,se,pakistan
"""hyderabad mein""",6,hyderabad,mein
"""room mein""",6,room,mein
"""reporter ka""",6,reporter,ka
"""bany ga""",6,bany,ga
"""great sir""",6,great,sir
"""k bhai""",6,k,bhai
"""attention ki""",6,attention,ki
"""he jo""",6,he,jo
"""ne hi""",6,ne,hi
"""nhi ho""",6,nhi,ho
"""year ke""",6,year,ke
"""india m""",6,india,m
"""vote to""",6,vote,to
"""comment kare""",6,comment,kare
"""interested nahi""",6,interested,nahi
"""hy allah""",6,hy,allah
"""n to""",6,n,to
"""nice joke""",6,nice,joke
"""aatankwad ka""",6,aatankwad,ka
"""photo share""",6,photo,share
"""oic ne""",6,oic,ne
"""humanity ko""",6,humanity,ko
"""gay ko""",6,gay,ko
"""thy jo""",6,thy,jo
"""ky bad""",6,ky,bad
"""pakistanio ka""",6,pakistanio,ka
"""last wala""",6,last,wala
"""e imran""",6,e,imran
"""group ko""",6,group,ko
"""a s""",6,a,s
"""and imran""",6,and,imran
"""decide kr""",6,decide,kr
"""nab k""",6,nab,k
"""blame kr""",6,blame,kr
"""point ko""",6,point,ko
"""knowledge ki""",6,knowledge,ki
"""curfew hat""",6,curfew,hat
"""chez ka""",6,chez,ka
"""anchors ko""",6,anchors,ko
"""muslims india""",6,muslims,india
"""ka swad""",6,ka,swad
"""to galt""",6,to,galt
"""jai hind""",6,jai,hind
"""ko mar""",6,ko,mar
"""a kashmiri""",6,a,kashmiri
"""america ko""",6,america,ko
"""bodies bhi""",6,bodies,bhi
"""ke nam""",6,ke,nam
"""or pta""",6,or,pta
"""or chand""",6,or,chand
"""italy ka""",6,italy,ka
"""m dum""",6,m,dum
"""ne pakistan""",6,ne,pakistan
"""day tha""",6,day,tha
"""america ke""",6,america,ke
"""countries ne""",6,countries,ne
"""motta danda""",6,motta,danda
"""ne start""",6,ne,start
"""for god""",6,for,god
"""offend ho""",6,offend,ho
"""achy log""",6,achy,log
"""k check""",6,k,check
"""such mai""",6,such,mai
"""say k""",6,say,k
"""15august ko""",6,15august,ko
"""me h""",6,me,h
"""congressi to""",6,congressi,to
"""mr imran""",6,mr,imran
"""what do""",6,what,do
"""judges ko""",6,judges,ko
"""or izzat""",6,or,izzat
"""such to""",6,such,to
"""decision bhi""",6,decision,bhi
"""time jo""",6,time,jo
"""such bata""",6,such,bata
"""settle hone""",6,settle,hone
"""tweets karna""",6,tweets,karna
"""war to""",6,war,to
"""hn gy""",6,hn,gy
"""bachy k""",6,bachy,k
"""ly ky""",6,ly,ky
"""compare nahi""",6,compare,nahi
"""me mera""",6,me,mera
"""time main""",6,time,main
"""per is""",6,per,is
"""card k""",6,card,k
"""problems ko""",6,problems,ko
"""army pakistan""",6,army,pakistan
"""se achi""",6,se,achi
"""atankwadi ko""",6,atankwadi,ko
"""the main""",6,the,main
"""logic nahi""",6,logic,nahi
"""tag pr""",6,tag,pr
"""kr lega""",6,kr,lega
"""manya pradhan""",6,manya,pradhan
"""cm ka""",6,cm,ka
"""dollars ki""",6,dollars,ki
"""130cr hindu""",6,130cr,hindu
"""ibn e""",6,ibn,e
"""murderer ko""",6,murderer,ko
"""media he""",6,media,he
"""ho jo""",6,ho,jo
"""watch sadhana""",6,watch,sadhana
"""account ki""",6,account,ki
"""protect kr""",6,protect,kr
"""politicians ki""",6,politicians,ki
"""time tha""",6,time,tha
"""education hai""",6,education,hai
"""valo ne""",6,valo,ne
"""mental ho""",6,mental,ho
"""hope k""",6,hope,k
"""victim ko""",6,victim,ko
"""face kar""",6,face,kar
"""seat se""",6,seat,se
"""support karti""",6,support,karti
"""politicians ne""",6,politicians,ne
"""history ka""",6,history,ka
"""journalist bhi""",6,journalist,bhi
"""resolve ho""",6,resolve,ho
"""enjoy karta""",6,enjoy,karta
"""a kar""",6,a,kar
"""to munkin""",6,to,munkin
"""control ke""",6,control,ke
"""language mein""",6,language,mein
"""convert huye""",6,convert,huye
"""gyi h""",6,gyi,h
"""ne reply""",6,ne,reply
"""to face""",6,to,face
"""kr beth""",6,kr,beth
"""free ki""",6,free,ki
"""ji dwara""",6,ji,dwara
"""to yahi""",6,to,yahi
"""banne k""",6,banne,k
"""k rakh""",6,k,rakh
"""kia hai""",6,kia,hai
"""sir please""",6,sir,please
"""baloch ko""",6,baloch,ko
"""camera man""",6,camera,man
"""us china""",6,us,china
"""application de""",6,application,de
"""sahab k""",6,sahab,k
"""minister sir""",6,minister,sir
"""ne kaha""",6,ne,kaha
"""me hota""",6,me,hota
"""parties ka""",6,parties,ka
"""in jaiso""",6,in,jaiso
"""rubika ji""",6,rubika,ji
"""sb ka""",6,sb,ka
"""lene ke""",6,lene,ke
"""deserve nahi""",6,deserve,nahi
"""festival me""",6,festival,me
"""stunt hai""",6,stunt,hai
"""america ka""",6,america,ka
"""tweets kiya""",6,tweets,kiya
"""to waise""",6,to,waise
"""language se""",6,language,se
"""to wesy""",6,to,wesy
"""bagga bhai""",6,bagga,bhai
"""normal nahi""",6,normal,nahi
"""or bhai""",6,or,bhai
"""or pm""",6,or,pm
"""no par""",6,no,par
"""army tum""",6,army,tum
"""trust nhi""",6,trust,nhi
"""canada me""",6,canada,me
"""canadian ki""",6,canadian,ki
"""industry ke""",6,industry,ke
"""tweet karte""",6,tweet,karte
"""par sawal""",6,par,sawal
"""afghanistan ka""",6,afghanistan,ka
"""h yr""",6,h,yr
"""criminal hain""",6,criminal,hain
"""sastro ke""",6,sastro,ke
"""ice cream""",6,ice,cream
"""develop ho""",6,develop,ho
"""sonia rahul""",6,sonia,rahul
"""agle din""",6,agle,din
"""cm yogi""",6,cm,yogi
"""nuclear bomb""",6,nuclear,bomb
"""kch to""",6,kch,to
"""achy se""",6,achy,se
"""pata hy""",6,pata,hy
"""president hain""",6,president,hain
"""m sorry""",6,m,sorry
"""moment pe""",6,moment,pe
"""leaders hain""",6,leaders,hain
"""nationalism ka""",6,nationalism,ka
"""had he""",6,had,he
"""sy is""",6,sy,is
"""ka nahi""",6,ka,nahi
"""se tum""",6,se,tum
"""she is""",6,she,is
"""is soo""",6,is,soo
"""appeal kar""",6,appeal,kar
"""h y""",6,h,y
"""expose ho""",6,expose,ho
"""upper se""",6,upper,se
"""hospital ma""",6,hospital,ma
"""proof ke""",6,proof,ke
"""this ki""",6,this,ki
"""video me""",6,video,me
"""mla mp""",6,mla,mp
"""army toh""",6,army,toh
"""patel ne""",6,patel,ne
"""google kiya""",6,google,kiya
"""divide kiya""",6,divide,kiya
"""system ki""",6,system,ki
"""world ke""",6,world,ke
"""chor dia""",6,chor,dia
"""statement ka""",6,statement,ka
"""light ki""",6,light,ki
"""ahmed khan""",6,ahmed,khan
"""block kyu""",6,block,kyu
"""k samnay""",6,k,samnay
"""attack se""",6,attack,se
"""mp ban""",6,mp,ban
"""loc se""",6,loc,se
"""karna hai""",6,karna,hai
"""elections me""",6,elections,me
"""muslim ho""",6,muslim,ho
"""trailer dekh""",6,trailer,dekh
"""control ho""",6,control,ho
"""jail me""",6,jail,me
"""use kia""",6,use,kia
"""arijit singh""",6,arijit,singh
"""ho rhi""",6,ho,rhi
"""job sir""",6,job,sir
"""speech pe""",6,speech,pe
"""suggest kar""",6,suggest,kar
"""do ap""",6,do,ap
"""city mein""",6,city,mein
"""entertainment ka""",6,entertainment,ka
"""league ke""",6,league,ke
"""humanity ka""",6,humanity,ka
"""bolte hai""",6,bolte,hai
"""number pe""",6,number,pe
"""or pati""",6,or,pati
"""is ley""",6,is,ley
"""screen par""",6,screen,par
"""support hai""",6,support,hai
"""spelling to""",6,spelling,to
"""es dunya""",6,es,dunya
"""n watch""",6,n,watch
"""please ap""",6,please,ap
"""obc ka""",6,obc,ka
"""sir aap""",6,sir,aap
"""pic dekh""",6,pic,dekh
"""k tor""",6,k,tor
"""ap say""",6,ap,say
"""or hamare""",6,or,hamare
"""on hai""",6,on,hai
"""school aur""",6,school,aur
"""reality se""",6,reality,se
"""has has""",6,has,has
"""accident hote""",6,accident,hote
"""yatra me""",6,yatra,me
"""congress gandhi""",6,congress,gandhi
"""create kar""",6,create,kar
"""decision hai""",6,decision,hai
"""to yogi""",6,to,yogi
"""ko india""",6,ko,india
"""clear ho""",6,clear,ho
"""hone pr""",6,hone,pr
"""husband ko""",6,husband,ko
"""ka status""",6,ka,status
"""internet ka""",6,internet,ka
"""commander abhinandan""",6,commander,abhinandan
"""attention k""",6,attention,k
"""ki bhi""",6,ki,bhi
"""rahy ya""",6,rahy,ya
"""month baad""",6,month,baad
"""ko he""",6,ko,he
"""ki ye""",6,ki,ye
"""target karte""",6,target,karte
"""k jo""",6,k,jo
"""post nahi""",6,post,nahi
"""followers kam""",6,followers,kam
"""but pakistan""",6,but,pakistan
"""states mai""",6,states,mai
"""days me""",6,days,me
"""tw hai""",6,tw,hai
"""ya comment""",6,ya,comment
"""bomb fod""",6,bomb,fod
"""program ka""",6,program,ka
"""laude lage""",6,laude,lage
"""g ne""",6,g,ne
"""orton ki""",6,orton,ki
"""wali video""",6,wali,video
"""h kr""",6,h,kr
"""liberal hai""",6,liberal,hai
"""topic hi""",6,topic,hi
"""history pad""",6,history,pad
"""against baat""",6,against,baat
"""or ager""",6,or,ager
"""ki chinta""",6,ki,chinta
"""team ko""",6,team,ko
"""photo se""",6,photo,se
"""state mai""",6,state,mai
"""faila rhe""",6,faila,rhe
"""band krwa""",6,band,krwa
"""69k shikshak""",6,69k,shikshak
"""kr daina""",6,kr,daina
"""or pok""",6,or,pok
"""ko toh""",6,ko,toh
"""to sher""",6,to,sher
"""family wale""",6,family,wale
"""friends se""",6,friends,se
"""india par""",6,india,par
"""media jo""",6,media,jo
"""di hai""",6,di,hai
"""ventilator par""",6,ventilator,par
"""subhprobhat ji""",6,subhprobhat,ji
"""return me""",6,return,me
"""lord kabir""",6,lord,kabir
"""are trash""",6,are,trash
"""krny sy""",6,krny,sy
"""kr skti""",6,kr,skti
"""chutia ho""",6,chutia,ho
"""ap pe""",6,ap,pe
"""salary na""",6,salary,na
"""side par""",6,side,par
"""studio se""",6,studio,se
"""le liya""",6,le,liya
"""hy q""",6,hy,q
"""day do""",6,day,do
"""ga to""",6,ga,to
"""is py""",6,is,py
"""in say""",6,in,say
"""ban rahe""",6,ban,rahe
"""crush ke""",6,crush,ke
"""last chance""",6,last,chance
"""festival pe""",6,festival,pe
"""army to""",6,army,to
"""congratulate kiya""",6,congratulate,kiya
"""minorities ki""",6,minorities,ki
"""shreni me""",6,shreni,me
"""nhi kiya""",6,nhi,kiya
"""development kar""",6,development,kar
"""article ke""",6,article,ke
"""major ka""",6,major,ka
"""marium nawaz""",6,marium,nawaz
"""change karne""",6,change,karne
"""check ki""",6,check,ki
"""phr se""",6,phr,se
"""are right""",6,are,right
"""imran niazi""",6,imran,niazi
"""a bitch""",6,a,bitch
"""k channel""",6,k,channel
"""se hu""",6,se,hu
"""se dur""",6,se,dur
"""border pay""",6,border,pay
"""thy na""",6,thy,na
"""or sach""",6,or,sach
"""against kuch""",6,against,kuch
"""k bahar""",6,k,bahar
"""some shame""",6,some,shame
"""he kya""",6,he,kya
"""crore se""",6,crore,se
"""tm log""",6,tm,log
"""politician hai""",6,politician,hai
"""post pe""",6,post,pe
"""bbc ka""",6,bbc,ka
"""relationship mein""",6,relationship,mein
"""level se""",6,level,se
"""the jab""",6,the,jab
"""ibrahimi ada""",6,ibrahimi,ada
"""rajasthan police""",6,rajasthan,police
"""collect kar""",6,collect,kar
"""boycott karo""",6,boycott,karo
"""tou kia""",6,tou,kia
"""job de""",6,job,de
"""gr noida""",6,gr,noida
"""roads ka""",6,roads,ka
"""civilian ke""",6,civilian,ke
"""sonia ki""",6,sonia,ki
"""festival ka""",6,festival,ka
"""help kre""",6,help,kre
"""pr ek""",6,pr,ek
"""history padha""",6,history,padha
"""imran agar""",6,imran,agar
"""movie dekhi""",6,movie,dekhi
"""main kia""",6,main,kia
"""se copy""",6,se,copy
"""to twitter""",6,to,twitter
"""declare kiya""",6,declare,kiya
"""world bank""",6,world,bank
"""k jis""",6,k,jis
"""supporter nahi""",6,supporter,nahi
"""trains ko""",6,trains,ko
"""bana do""",6,bana,do
"""nation ne""",6,nation,ne
"""the pr""",6,the,pr
"""ku6 nahi""",6,ku6,nahi
"""justify karte""",6,justify,karte
"""shri narendra""",6,shri,narendra
"""this time""",6,this,time
"""cc ye""",6,cc,ye
"""a jata""",6,a,jata
"""cm ko""",6,cm,ko
"""to kbi""",6,to,kbi
"""twitter say""",6,twitter,say
"""tweeter per""",6,tweeter,per
"""ho tum""",6,ho,tum
"""ap loog""",6,ap,loog
"""or nawaz""",6,or,nawaz
"""on kar""",6,on,kar
"""krna hai""",6,krna,hai
"""low ho""",6,low,ho
"""past mein""",6,past,mein
"""gya or""",6,gya,or
"""ki trah""",6,ki,trah
"""award dete""",6,award,dete
"""mt sikha""",6,mt,sikha
"""he koi""",6,he,koi
"""nature ka""",6,nature,ka
"""leadership me""",6,leadership,me
"""star ka""",6,star,ka
"""to nae""",6,to,nae
"""leader hai""",6,leader,hai
"""right ki""",6,right,ki
"""line ki""",6,line,ki
"""tu to""",6,tu,to
"""ka ijlas""",6,ka,ijlas
"""gy aur""",6,gy,aur
"""in kashmirio""",6,in,kashmirio
"""important hain""",6,important,hain
"""me use""",6,me,use
"""ki jarurat""",6,ki,jarurat
"""missile ki""",6,missile,ki
"""sy k""",6,sy,k
"""per laga""",6,per,laga
"""is gandu""",6,is,gandu
"""or hamara""",6,or,hamara
"""chez ko""",6,chez,ko
"""es din""",6,es,din
"""k gand""",6,k,gand
"""ap ka""",6,ap,ka
"""hy phr""",6,hy,phr
"""rahy ge""",6,rahy,ge
"""rhe the""",6,rhe,the
"""to isse""",6,to,isse
"""memes ki""",6,memes,ki
"""intolerance badh""",6,intolerance,badh
"""sb aap""",6,sb,aap
"""he hona""",6,he,hona
