keys,freq,word1,word2
"""mang kr""",9,mang,kr
"""ki company""",9,ki,company
"""k ek""",9,k,ek
"""lo to""",9,lo,to
"""brain wash""",9,brain,wash
"""k sary""",9,k,sary
"""nhi a""",9,nhi,a
"""tum b""",9,tum,b
"""ho skti""",9,ho,skti
"""iss time""",9,iss,time
"""the aur""",9,the,aur
"""party ke""",9,party,ke
"""sab indians""",9,sab,indians
"""ki halt""",9,ki,halt
"""you have""",9,you,have
"""agar real""",9,agar,real
"""pr is""",9,pr,is
"""tha tou""",9,tha,tou
"""hai bkl""",9,hai,bkl
"""ko cm""",9,ko,cm
"""koi normal""",9,koi,normal
"""aur so""",9,aur,so
"""hai best""",9,hai,best
"""to border""",9,to,border
"""baki state""",9,baki,state
"""bhi movie""",9,bhi,movie
"""thi last""",9,thi,last
"""raha tha""",9,raha,tha
"""par in""",9,par,in
"""aur support""",9,aur,support
"""kyu block""",9,kyu,block
"""apne prime""",9,apne,prime
"""ya afghanistan""",9,ya,afghanistan
"""maine to""",9,maine,to
"""b pakistan""",9,b,pakistan
"""ek common""",9,ek,common
"""hum indian""",9,hum,indian
"""pakistan m""",9,pakistan,m
"""ki problem""",9,ki,problem
"""kia or""",9,kia,or
"""lete or""",9,lete,or
"""sabse important""",9,sabse,important
"""is sy""",9,is,sy
"""ke reporter""",9,ke,reporter
"""hai 1month""",9,hai,1month
"""h army""",9,h,army
"""apne is""",9,apne,is
"""hai jo""",9,hai,jo
"""ka real""",9,ka,real
"""they r""",9,they,r
"""u p""",9,u,p
"""nay to""",9,nay,to
"""do gay""",9,do,gay
"""nanak dev""",9,nanak,dev
"""ki development""",9,ki,development
"""congress ko""",9,congress,ko
"""ka the""",9,ka,the
"""kr he""",9,kr,he
"""yogi ji""",9,yogi,ji
"""the is""",9,the,is
"""to the""",9,to,the
"""ho this""",9,ho,this
"""karay ga""",9,karay,ga
"""ek post""",9,ek,post
"""ka confidence""",9,ka,confidence
"""itna time""",9,itna,time
"""ko independence""",9,ko,independence
"""same he""",9,same,he
"""ha es""",9,ha,es
"""ka price""",9,ka,price
"""din phly""",9,din,phly
"""assalam alaikum""",9,assalam,alaikum
"""kiya or""",9,kiya,or
"""but still""",9,but,still
"""sdgrntho me""",9,sdgrntho,me
"""vrnit he""",9,vrnit,he
"""apni crush""",9,apni,crush
"""love this""",9,love,this
"""apne followers""",9,apne,followers
"""ke reply""",9,ke,reply
"""tumhara f16""",9,tumhara,f16
"""ki reality""",9,ki,reality
"""bhi festival""",9,bhi,festival
"""bank balance""",9,bank,balance
"""is post""",9,is,post
"""kya or""",9,kya,or
"""sab converted""",9,sab,converted
"""k es""",9,k,es
"""toh indian""",9,toh,indian
"""have some""",9,have,some
"""jo log""",9,jo,log
"""he so""",9,he,so
"""kutty ki""",9,kutty,ki
"""un say""",9,un,say
"""zaid hamid""",9,zaid,hamid
"""iske against""",9,iske,against
"""mera account""",9,mera,account
"""tha thanks""",9,tha,thanks
"""know you""",9,know,you
"""wait for""",9,wait,for
"""pta ni""",9,pta,ni
"""har month""",9,har,month
"""he bus""",9,he,bus
"""hai national""",9,hai,national
"""ko anti""",9,ko,anti
"""ke under""",9,ke,under
"""aa rahy""",9,aa,rahy
"""na kry""",9,na,kry
"""ko sport""",9,ko,sport
"""hai well""",9,hai,well
"""nikal k""",9,nikal,k
"""walo ne""",9,walo,ne
"""to top""",9,to,top
"""ali khan""",9,ali,khan
"""time me""",9,time,me
"""e mujahid""",9,e,mujahid
"""party ki""",9,party,ki
"""liye special""",9,liye,special
"""aur us""",9,aur,us
"""ka form""",9,ka,form
"""jo social""",9,jo,social
"""ne arrest""",9,ne,arrest
"""just a""",9,just,a
"""hai muslim""",9,hai,muslim
"""ki real""",9,ki,real
"""ga but""",9,ga,but
"""ki gandhi""",9,ki,gandhi
"""jab school""",9,jab,school
"""ek case""",9,ek,case
"""kis level""",9,kis,level
"""toh pakistan""",9,toh,pakistan
"""nhi h""",9,nhi,h
"""ha ha""",9,ha,ha
"""karo or""",9,karo,or
"""rha or""",9,rha,or
"""koi value""",9,koi,value
"""k pille""",9,k,pille
"""kashmir valley""",9,kashmir,valley
"""will be""",9,will,be
"""is bare""",9,is,bare
"""hain they""",9,hain,they
"""aur award""",9,aur,award
"""main ny""",9,main,ny
"""sorry for""",9,sorry,for
"""jo terrorist""",9,jo,terrorist
"""inho ny""",9,inho,ny
"""hi or""",9,hi,or
"""kar dy""",9,kar,dy
"""ke according""",9,ke,according
"""ko in""",9,ko,in
"""meri profile""",9,meri,profile
"""ko crush""",9,ko,crush
"""n all""",9,n,all
"""ho bus""",9,ho,bus
"""shiv sena""",9,shiv,sena
"""ko top""",9,ko,top
"""gandhi ne""",9,gandhi,ne
"""par b""",9,par,b
"""k her""",9,k,her
"""hindustan k""",9,hindustan,k
"""so no""",9,so,no
"""bhi koi""",9,bhi,koi
"""police aur""",9,police,aur
"""koi crush""",9,koi,crush
"""nawaz shareef""",9,nawaz,shareef
"""hai not""",9,hai,not
"""i thought""",9,i,thought
"""to bas""",9,to,bas
"""am talking""",9,am,talking
"""if you""",9,if,you
"""ko bhe""",9,ko,bhe
"""ka number""",9,ka,number
"""bhi promote""",9,bhi,promote
"""mera form""",9,mera,form
"""thi and""",9,thi,and
"""bana k""",9,bana,k
"""ka make""",9,ka,make
"""ya tou""",9,ya,tou
"""move on""",9,move,on
"""diya to""",9,diya,to
"""aur respected""",9,aur,respected
"""hai mostly""",9,hai,mostly
"""ki political""",9,ki,political
"""to mujy""",9,to,mujy
"""ke real""",9,ke,real
"""tha the""",9,tha,the
"""tv via""",9,tv,via
"""se i""",8,se,i
"""hi wish""",8,hi,wish
"""and all""",8,and,all
"""tak curfew""",8,tak,curfew
"""hai salute""",8,hai,salute
"""jio ka""",8,jio,ka
"""mere or""",8,mere,or
"""hu uber""",8,hu,uber
"""ek article""",8,ek,article
"""let it""",8,let,it
"""baki to""",8,baki,to
"""tu army""",8,tu,army
"""hai rape""",8,hai,rape
"""bus stand""",8,bus,stand
"""ka dialogue""",8,ka,dialogue
"""ka hr""",8,ka,hr
"""so be""",8,so,be
"""unnao case""",8,unnao,case
"""tum congressi""",8,tum,congressi
"""keep smiling""",8,keep,smiling
"""desh ka""",8,desh,ka
"""iski to""",8,iski,to
"""aap help""",8,aap,help
"""kr rhy""",8,kr,rhy
"""se but""",8,se,but
"""aur nuclear""",8,aur,nuclear
"""ko represent""",8,ko,represent
"""hindu se""",8,hindu,se
"""ko islamic""",8,ko,islamic
"""dhyan de""",8,dhyan,de
"""party to""",8,party,to
"""main muslims""",8,main,muslims
"""aur reality""",8,aur,reality
"""par imran""",8,par,imran
"""ko propose""",8,ko,propose
"""ek topic""",8,ek,topic
"""in logo""",8,in,logo
"""ki price""",8,ki,price
"""army to""",8,army,to
"""apne news""",8,apne,news
"""for your""",8,for,your
"""ko journalist""",8,ko,journalist
"""kashmir pr""",8,kashmir,pr
"""puri team""",8,puri,team
"""hain is""",8,hain,is
"""ke youth""",8,ke,youth
"""gandhi ki""",8,gandhi,ki
"""chor or""",8,chor,or
"""di to""",8,di,to
"""ko k""",8,ko,k
"""me log""",8,me,log
"""hai etc""",8,hai,etc
"""or or""",8,or,or
"""ne attack""",8,ne,attack
"""ko bol""",8,ko,bol
"""na congress""",8,na,congress
"""jo es""",8,jo,es
"""ke videos""",8,ke,videos
"""to pura""",8,to,pura
"""to m""",8,to,m
"""ek country""",8,ek,country
"""you very""",8,you,very
"""pti ki""",8,pti,ki
"""mili to""",8,mili,to
"""kisi political""",8,kisi,political
"""hai india""",8,hai,india
"""hum sy""",8,hum,sy
"""hain no""",8,hain,no
"""ko salary""",8,ko,salary
"""to yogi""",8,to,yogi
"""gandi mansikta""",8,gandi,mansikta
"""aur block""",8,aur,block
"""kashmiri log""",8,kashmiri,log
"""party congress""",8,party,congress
"""for u""",8,for,u
"""or ha""",8,or,ha
"""am so""",8,am,so
"""se gas""",8,se,gas
"""to apny""",8,to,apny
"""karta he""",8,karta,he
"""di hy""",8,di,hy
"""apna account""",8,apna,account
"""aur money""",8,aur,money
"""h bc""",8,h,bc
"""gya he""",8,gya,he
"""se zada""",8,se,zada
"""full on""",8,full,on
"""ho g""",8,ho,g
"""right to""",8,right,to
"""se party""",8,se,party
"""tha es""",8,tha,es
"""hai curfew""",8,hai,curfew
"""se no""",8,se,no
"""abhi se""",8,abhi,se
"""hai development""",8,hai,development
"""se kch""",8,se,kch
"""k tu""",8,k,tu
"""to app""",8,to,app
"""ko reservation""",8,ko,reservation
"""ye is""",8,ye,is
"""hindu log""",8,hindu,log
"""tera career""",8,tera,career
"""insan k""",8,insan,k
"""bol skta""",8,bol,skta
"""the great""",8,the,great
"""ker do""",8,ker,do
"""ko but""",8,ko,but
"""hoon please""",8,hoon,please
"""be ready""",8,be,ready
"""k v""",8,k,v
"""ko zibah""",8,ko,zibah
"""waise to""",8,waise,to
"""he wese""",8,he,wese
"""india par""",8,india,par
"""log in""",8,log,in
"""mai help""",8,mai,help
"""itna confidence""",8,itna,confidence
"""hai m""",8,hai,m
"""tha last""",8,tha,last
"""mein congress""",8,mein,congress
"""teri govt""",8,teri,govt
"""baat pe""",8,baat,pe
"""baki states""",8,baki,states
"""he jo""",8,he,jo
"""america ki""",8,america,ki
"""hein to""",8,hein,to
"""me media""",8,me,media
"""h pta""",8,h,pta
"""apni constituency""",8,apni,constituency
"""mulk ki""",8,mulk,ki
"""ek strong""",8,ek,strong
"""hamare internal""",8,hamare,internal
"""china russia""",8,china,russia
"""ki lynching""",8,ki,lynching
"""are u""",8,are,u
"""hy ky""",8,hy,ky
"""kr dy""",8,kr,dy
"""is on""",8,is,on
"""me pakistan""",8,me,pakistan
"""hai bus""",8,hai,bus
"""nahi shame""",8,nahi,shame
"""ko ignore""",8,ko,ignore
"""but ap""",8,but,ap
"""ek special""",8,ek,special
"""know that""",8,know,that
"""k lund""",8,k,lund
"""ki log""",8,ki,log
"""ko direct""",8,ko,direct
"""america ka""",8,america,ka
"""ye dogle""",8,ye,dogle
"""karachi or""",8,karachi,or
"""ko chord""",8,ko,chord
"""phle to""",8,phle,to
"""he ap""",8,he,ap
"""ka mind""",8,ka,mind
"""it means""",8,it,means
"""jaise dogle""",8,jaise,dogle
"""ki president""",8,ki,president
"""bolta h""",8,bolta,h
"""ap per""",8,ap,per
"""ho he""",8,ho,he
"""to koi""",8,to,koi
"""gai to""",8,gai,to
"""ki 4th""",8,ki,4th
"""ki terrorist""",8,ki,terrorist
"""ka din""",8,ka,din
"""ya phr""",8,ya,phr
"""lok sabha""",8,lok,sabha
"""he army""",8,he,army
"""common sense""",8,common,sense
"""ka culture""",8,ka,culture
"""k b""",8,k,b
"""jata or""",8,jata,or
"""ki es""",8,ki,es
"""hain i""",8,hain,i
"""krne k""",8,krne,k
"""main stream""",8,main,stream
"""bar b""",8,bar,b
"""dusre states""",8,dusre,states
"""ka future""",8,ka,future
"""kr rhe""",8,kr,rhe
"""us par""",8,us,par
"""we need""",8,we,need
"""ke upper""",8,ke,upper
"""aap or""",8,aap,or
"""ek he""",8,ek,he
"""aur other""",8,aur,other
"""police me""",8,police,me
"""hi ki""",8,hi,ki
"""ka topic""",8,ka,topic
"""na he""",8,na,he
"""jao gy""",8,jao,gy
"""na me""",8,na,me
"""meri tweets""",8,meri,tweets
"""ki security""",8,ki,security
"""ke internal""",8,ke,internal
"""hai loc""",8,hai,loc
"""k use""",8,k,use
"""ne pakistani""",8,ne,pakistani
"""hi state""",8,hi,state
"""hai ke""",8,hai,ke
"""ab sb""",8,ab,sb
"""ias topper""",8,ias,topper
"""hai how""",8,hai,how
"""indian government""",8,indian,government
"""eid k""",8,eid,k
"""aur opposition""",8,aur,opposition
"""ki national""",8,ki,national
"""ko day""",8,ko,day
"""me no""",8,me,no
"""bhi same""",8,bhi,same
"""ppp aur""",8,ppp,aur
"""tere is""",8,tere,is
"""ke election""",8,ke,election
"""sirf trees""",8,sirf,trees
"""ko oppose""",8,ko,oppose
"""h ab""",8,h,ab
"""jate or""",8,jate,or
"""ki problems""",8,ki,problems
"""ge or""",8,ge,or
"""fake media""",8,fake,media
"""he pure""",8,he,pure
"""len gay""",8,len,gay
"""hai a""",8,hai,a
"""h use""",8,h,use
"""ab twitter""",8,ab,twitter
"""know what""",8,know,what
"""se hospital""",8,se,hospital
"""beti ko""",8,beti,ko
"""hai bjp""",8,hai,bjp
"""ko surprise""",8,ko,surprise
"""india to""",8,india,to
"""aur pm""",8,aur,pm
"""ko like""",8,ko,like
"""wo news""",8,wo,news
"""ek general""",8,ek,general
"""rhe they""",8,rhe,they
"""se direct""",8,se,direct
"""ki party""",8,ki,party
"""humein comments""",8,humein,comments
"""to pok""",8,to,pok
"""bill pass""",8,bill,pass
"""hindu christian""",8,hindu,christian
"""nahi skta""",8,nahi,skta
"""ki balakot""",8,ki,balakot
"""apne tweets""",8,apne,tweets
"""he mans""",8,he,mans
"""ko real""",8,ko,real
"""ka rate""",8,ka,rate
"""ye or""",8,ye,or
"""sharif family""",8,sharif,family
"""hi delete""",8,hi,delete
"""lete the""",8,lete,the
"""there is""",8,there,is
"""dono ka""",8,dono,ka
"""koi support""",8,koi,support
"""ki bc""",8,ki,bc
"""ye song""",8,ye,song
"""sham on""",8,sham,on
"""ka poster""",8,ka,poster
"""ki ndtv""",8,ki,ndtv
"""men are""",8,men,are
"""kargil war""",8,kargil,war
"""ki mentality""",8,ki,mentality
"""aj to""",8,aj,to
"""ke pm""",8,ke,pm
"""inko to""",8,inko,to
"""sir congress""",8,sir,congress
"""ganga book""",8,ganga,book
"""nahi hy""",8,nahi,hy
"""alag alag""",8,alag,alag
"""k a""",8,k,a
"""tu balochistan""",8,tu,balochistan
"""hai us""",8,hai,us
"""bhatti sb""",8,bhatti,sb
"""ki social""",8,ki,social
"""he pakistani""",8,he,pakistani
"""hei to""",8,hei,to
"""baki sb""",8,baki,sb
"""kisi ne""",8,kisi,ne
"""ko birthday""",8,ko,birthday
"""he wo""",8,he,wo
"""abi tk""",8,abi,tk
"""hi do""",8,hi,do
"""to aj""",8,to,aj
"""didi ko""",8,didi,ko
"""har mahadev""",8,har,mahadev
"""mein or""",8,mein,or
"""logo pe""",8,logo,pe
"""ek photo""",8,ek,photo
"""rhe or""",8,rhe,or
"""hai google""",8,hai,google
"""khan ko""",8,khan,ko
"""or he""",8,or,he
"""hit me""",8,hit,me
"""ghar p""",8,ghar,p
"""muslim majority""",8,muslim,majority
"""pnb bank""",8,pnb,bank
"""mein to""",8,mein,to
"""to bc""",8,to,bc
"""ki military""",8,ki,military
"""ka call""",8,ka,call
"""pakistaniyo ko""",8,pakistaniyo,ko
"""jo daily""",8,jo,daily
"""be in""",8,be,in
"""hi tha""",8,hi,tha
"""kar skti""",8,kar,skti
"""apse request""",8,apse,request
"""last time""",8,last,time
"""toh imran""",8,toh,imran
"""bjp ki""",8,bjp,ki
"""is say""",8,is,say
"""ko muslims""",8,ko,muslims
"""tch tch""",8,tch,tch
"""se reply""",8,se,reply
"""ho btw""",8,ho,btw
"""the pakistan""",8,the,pakistan
"""ke president""",8,ke,president
"""ki pakistani""",8,ki,pakistani
"""use to""",8,use,to
"""need ur""",8,need,ur
"""un ne""",8,un,ne
"""i request""",8,i,request
"""se in""",8,se,in
"""iss movie""",8,iss,movie
"""gye to""",8,gye,to
"""n g""",8,n,g
"""den gy""",8,den,gy
"""han g""",8,han,g
"""me use""",8,me,use
"""ek dialogue""",8,ek,dialogue
"""bhi accept""",8,bhi,accept
"""baluchistan or""",8,baluchistan,or
"""angle se""",8,angle,se
"""may allah""",8,may,allah
"""kro gy""",8,kro,gy
"""is so""",8,is,so
"""do u""",8,do,u
"""ka matter""",8,ka,matter
"""hai these""",8,hai,these
"""ghatiya mansikta""",8,ghatiya,mansikta
"""pakistan per""",8,pakistan,per
"""ke leye""",8,ke,leye
"""hai any""",8,hai,any
"""to had""",8,to,had
"""hai journalist""",8,hai,journalist
"""lekin congress""",8,lekin,congress
"""itne sare""",8,itne,sare
"""tak indian""",8,tak,indian
"""khan sb""",8,khan,sb
"""hn to""",8,hn,to
"""ki building""",8,ki,building
"""ho gy""",8,ho,gy
"""to de""",8,to,de
"""know how""",8,know,how
"""aise tweets""",8,aise,tweets
"""ki kia""",8,ki,kia
"""to tu""",8,to,tu
"""oh wait""",8,oh,wait
"""fir to""",8,fir,to
"""love to""",8,love,to
"""ho ga""",8,ho,ga
"""ko message""",8,ko,message
"""shah ji""",8,shah,ji
"""ke dna""",8,ke,dna
"""mere comment""",8,mere,comment
"""is party""",8,is,party
"""na k""",8,na,k
"""main city""",8,main,city
"""beta to""",8,beta,to
"""rha hai""",8,rha,hai
"""ha is""",8,ha,is
"""hai keep""",8,hai,keep
"""as per""",8,as,per
"""de rahy""",8,de,rahy
"""ki crush""",8,ki,crush
"""tum secular""",8,tum,secular
"""sab terrorist""",8,sab,terrorist
"""main in""",8,main,in
"""log fake""",8,log,fake
"""hai the""",8,hai,the
"""kya is""",8,kya,is
"""ki first""",8,ki,first
"""shah or""",8,shah,or
"""hai same""",8,hai,same
"""aur political""",8,aur,political
"""u so""",8,u,so
"""pakistan say""",8,pakistan,say
"""to know""",8,to,know
"""hoti h""",8,hoti,h
"""to you""",8,to,you
"""aur rape""",8,aur,rape
"""se better""",8,se,better
"""to google""",8,to,google
"""tu pakistani""",8,tu,pakistani
"""toh ye""",8,toh,ye
"""ap ky""",8,ap,ky
"""logon ne""",8,logon,ne
"""din me""",8,din,me
"""the end""",8,the,end
"""toh terrorist""",8,toh,terrorist
"""ko credit""",8,ko,credit
"""bhai ny""",8,bhai,ny
"""bhai in""",8,bhai,in
"""un ky""",8,un,ky
"""to supreme""",8,to,supreme
"""so keep""",8,so,keep
"""high court""",8,high,court
"""bta do""",8,bta,do
"""me busy""",8,me,busy
"""bhi hr""",8,bhi,hr
"""ap us""",8,ap,us
"""is me""",8,is,me
"""pe army""",8,pe,army
"""aur leaders""",8,aur,leaders
"""dekh kr""",8,dekh,kr
"""ham log""",8,ham,log
"""baat discovery""",8,baat,discovery
"""baat demonetisation""",8,baat,demonetisation
"""koi interest""",8,koi,interest
"""be like""",8,be,like
"""karachi ko""",8,karachi,ko
"""use krna""",8,use,krna
"""m a""",8,m,a
"""gaya tha""",8,gaya,tha
"""maa k""",8,maa,k
"""hai par""",8,hai,par
"""hoga loc""",8,hoga,loc
"""ye old""",8,ye,old
"""pakistan aur""",8,pakistan,aur
"""batla house""",8,batla,house
"""wo nhi""",8,wo,nhi
"""dena band""",8,dena,band
"""aaya to""",8,aaya,to
"""u and""",8,u,and
"""na hospital""",8,na,hospital
"""ek company""",8,ek,company
"""ko run""",8,ko,run
"""sir you""",8,sir,you
"""ko report""",8,ko,report
"""pta to""",8,pta,to
"""ko importance""",8,ko,importance
"""log b""",8,log,b
"""aik reply""",8,aik,reply
"""jo muslims""",8,jo,muslims
"""to life""",8,to,life
"""ya sub""",8,ya,sub
"""ne pakistan""",8,ne,pakistan
"""balakot air""",8,balakot,air
"""khattar says""",8,khattar,says
"""k naray""",8,k,naray
"""one of""",8,one,of
"""se ye""",8,se,ye
"""imran niazi""",8,imran,niazi
"""just for""",8,just,for
"""sir up""",8,sir,up
"""nagar near""",8,nagar,near
"""nhi he""",8,nhi,he
"""china me""",8,china,me
"""pakistan mai""",8,pakistan,mai
"""ki eid""",8,ki,eid
"""ko hi""",8,ko,hi
"""notanki family""",8,notanki,family
"""mey party""",8,mey,party
"""to pakistani""",8,to,pakistani
"""hum log""",8,hum,log
"""rokker or""",8,rokker,or
"""ga we""",8,ga,we
"""na hi""",8,na,hi
"""aasra the""",8,aasra,the
"""pakistani hony""",8,pakistani,hony
"""jo bhi""",8,jo,bhi
"""isse better""",8,isse,better
"""mai ne""",8,mai,ne
"""tumhara profile""",8,tumhara,profile
"""sir they""",8,sir,they
"""hoga na""",8,hoga,na
"""ji has""",8,ji,has
"""hai pls""",8,hai,pls
"""i like""",8,i,like
"""ko out""",8,ko,out
"""tumhari government""",7,tumhari,government
"""jigrus jaes""",7,jigrus,jaes
"""itna to""",7,itna,to
"""ko protect""",7,ko,protect
"""ram or""",7,ram,or
"""ke host""",7,ke,host
"""double standard""",7,double,standard
"""star hotel""",7,star,hotel
"""tarah se""",7,tarah,se
"""ka treatment""",7,ka,treatment
"""ki factory""",7,ki,factory
"""hai next""",7,hai,next
"""apne career""",7,apne,career
"""wali h""",7,wali,h
"""ameen or""",7,ameen,or
"""hindu bahul""",7,hindu,bahul
"""diye thy""",7,diye,thy
"""ko proud""",7,ko,proud
"""mere husband""",7,mere,husband
"""to maine""",7,to,maine
"""salute to""",7,salute,to
"""ab next""",7,ab,next
"""hai n""",7,hai,n
"""karte or""",7,karte,or
"""hain national""",7,hain,national
"""aur imran""",7,aur,imran
"""ye clear""",7,ye,clear
"""tha twitter""",7,tha,twitter
"""ko special""",7,ko,special
"""ke bary""",7,ke,bary
"""ke state""",7,ke,state
"""me us""",7,me,us
"""ho gyi""",7,ho,gyi
"""jail k""",7,jail,k
"""k future""",7,k,future
"""apna independence""",7,apna,independence
"""ka pic""",7,ka,pic
"""dusre planet""",7,dusre,planet
"""inhone to""",7,inhone,to
"""pe case""",7,pe,case
"""sadhna chanel""",7,sadhna,chanel
"""hain by""",7,hain,by
"""bhi union""",7,bhi,union
"""h islam""",7,h,islam
"""kashmir ke""",7,kashmir,ke
"""pr or""",7,pr,or
"""dum per""",7,dum,per
"""ke baad""",7,ke,baad
"""ka screen""",7,ka,screen
"""desh ko""",7,desh,ko
"""ye he""",7,ye,he
"""ho be""",7,ho,be
"""bigg boss""",7,bigg,boss
"""per in""",7,per,in
"""ko leader""",7,ko,leader
"""hai job""",7,hai,job
"""ek secular""",7,ek,secular
"""pakistani ki""",7,pakistani,ki
"""bada dogla""",7,bada,dogla
"""ho major""",7,ho,major
"""sub log""",7,sub,log
"""hazrat ibrahim""",7,hazrat,ibrahim
"""koi decision""",7,koi,decision
"""ka economy""",7,ka,economy
"""hai now""",7,hai,now
"""karma will""",7,karma,will
"""ka water""",7,ka,water
"""hamare army""",7,hamare,army
"""bhi social""",7,bhi,social
"""ek political""",7,ek,political
"""to police""",7,to,police
"""ki mobile""",7,ki,mobile
"""am with""",7,am,with
"""kary gy""",7,kary,gy
"""kuch krna""",7,kuch,krna
"""h no""",7,h,no
"""country me""",7,country,me
"""india say""",7,india,say
"""to action""",7,to,action
"""hi congress""",7,hi,congress
"""ke ya""",7,ke,ya
"""kashmir mn""",7,kashmir,mn
"""tu be""",7,tu,be
"""ko education""",7,ko,education
"""jo real""",7,jo,real
"""ek islamic""",7,ek,islamic
"""mere to""",7,mere,to
"""sare muslim""",7,sare,muslim
"""log time""",7,log,time
"""me jo""",7,me,jo
"""ho skty""",7,ho,skty
"""ga phr""",7,ga,phr
"""ki freedom""",7,ki,freedom
"""ya other""",7,ya,other
"""ager wo""",7,ager,wo
"""krne me""",7,krne,me
"""desh main""",7,desh,main
"""hota in""",7,hota,in
"""the way""",7,the,way
"""ya jali""",7,ya,jali
"""ki capacity""",7,ki,capacity
"""to court""",7,to,court
"""ya fake""",7,ya,fake
"""jo banda""",7,jo,banda
"""ko mark""",7,ko,mark
"""ko rss""",7,ko,rss
"""bajaj is""",7,bajaj,is
"""hum is""",7,hum,is
"""bhi state""",7,bhi,state
"""ko famous""",7,ko,famous
"""bhi authority""",7,bhi,authority
"""li thi""",7,li,thi
"""ek suggestion""",7,ek,suggestion
"""try to""",7,try,to
"""aya hy""",7,aya,hy
"""hum singles""",7,hum,singles
"""dein gy""",7,dein,gy
"""liye campaign""",7,liye,campaign
"""dono k""",7,dono,k
"""ek request""",7,ek,request
"""america se""",7,america,se
"""ka cell""",7,ka,cell
"""se connect""",7,se,connect
"""tha congress""",7,tha,congress
"""ka boycott""",7,ka,boycott
"""or last""",7,or,last
"""nahi tha""",7,nahi,tha
"""ko house""",7,ko,house
"""mere followers""",7,mere,followers
"""hai log""",7,hai,log
"""i say""",7,i,say
"""khan ap""",7,khan,ap
"""fake videos""",7,fake,videos
"""ho what""",7,ho,what
"""ya google""",7,ya,google
"""koi general""",7,koi,general
"""se mob""",7,se,mob
"""anti indian""",7,anti,indian
"""hi din""",7,hi,din
"""b or""",7,b,or
"""like aur""",7,like,aur
"""apna president""",7,apna,president
"""i said""",7,i,said
"""wo twitter""",7,wo,twitter
"""all are""",7,all,are
"""he us""",7,he,us
"""hua tha""",7,hua,tha
"""ne k""",7,ne,k
"""let them""",7,let,them
"""sir g""",7,sir,g
"""to jo""",7,to,jo
"""se unfollow""",7,se,unfollow
"""ke parents""",7,ke,parents
"""hai follow""",7,hai,follow
"""hai attack""",7,hai,attack
"""hindu to""",7,hindu,to
"""jo us""",7,jo,us
"""hai open""",7,hai,open
"""time time""",7,time,time
"""hamara happy""",7,hamara,happy
"""ek aatankwadi""",7,ek,aatankwadi
"""hi hospital""",7,hi,hospital
"""ka option""",7,ka,option
"""ye so""",7,ye,so
"""ho bbc""",7,ho,bbc
"""apna career""",7,apna,career
"""wake up""",7,wake,up
"""ab agr""",7,ab,agr
"""ko economy""",7,ko,economy
"""me tweet""",7,me,tweet
"""awam per""",7,awam,per
"""wo pakistan""",7,wo,pakistan
"""my favourite""",7,my,favourite
"""manoj tiwari""",7,manoj,tiwari
"""to good""",7,to,good
"""lo congress""",7,lo,congress
"""or pakistani""",7,or,pakistani
"""ka pass""",7,ka,pass
"""hoga k""",7,hoga,k
"""sab to""",7,sab,to
"""uska result""",7,uska,result
"""aap us""",7,aap,us
"""hai bloody""",7,hai,bloody
"""lathi charge""",7,lathi,charge
"""yeh sb""",7,yeh,sb
"""humari army""",7,humari,army
"""kaha tha""",7,kaha,tha
"""time par""",7,time,par
"""apne profile""",7,apne,profile
"""kya news""",7,kya,news
"""se mistake""",7,se,mistake
"""se the""",7,se,the
"""ka mobile""",7,ka,mobile
"""ki attention""",7,ki,attention
"""kuch tweets""",7,kuch,tweets
"""hai with""",7,hai,with
"""the modi""",7,the,modi
"""aj k""",7,aj,k
"""pak ka""",7,pak,ka
"""so what""",7,so,what
"""country ke""",7,country,ke
"""poora video""",7,poora,video
"""ka map""",7,ka,map
"""me support""",7,me,support
"""keep doing""",7,keep,doing
"""apne level""",7,apne,level
"""bhi curfew""",7,bhi,curfew
"""hai kashmir""",7,hai,kashmir
"""tweet pe""",7,tweet,pe
"""ase he""",7,ase,he
"""bhai we""",7,bhai,we
"""ko secular""",7,ko,secular
"""to fake""",7,to,fake
"""hi target""",7,hi,target
"""ali as""",7,ali,as
"""hain curfew""",7,hain,curfew
"""bol to""",7,bol,to
"""se swal""",7,se,swal
"""mere friends""",7,mere,friends
"""bhi kch""",7,bhi,kch
"""bhi tweets""",7,bhi,tweets
"""to news""",7,to,news
"""koi film""",7,koi,film
"""hai debate""",7,hai,debate
"""he congress""",7,he,congress
"""hi side""",7,hi,side
"""thoda research""",7,thoda,research
"""say this""",7,say,this
"""wo is""",7,wo,is
"""ka order""",7,ka,order
"""time he""",7,time,he
"""ki generation""",7,ki,generation
"""hai proud""",7,hai,proud
"""kar ky""",7,kar,ky
"""mumbai attack""",7,mumbai,attack
"""hain sb""",7,hain,sb
"""tha n""",7,tha,n
"""ek old""",7,ek,old
"""he ab""",7,he,ab
"""jo trump""",7,jo,trump
"""din the""",7,din,the
"""ho real""",7,ho,real
"""ka state""",7,ka,state
"""ke tym""",7,ke,tym
"""aur anti""",7,aur,anti
"""to jail""",7,to,jail
"""ko india""",7,ko,india
"""hain indians""",7,hain,indians
"""like it""",7,like,it
"""ke channel""",7,ke,channel
"""uske against""",7,uske,against
"""ko sb""",7,ko,sb
"""hai already""",7,hai,already
"""pallet gun""",7,pallet,gun
"""inho ne""",7,inho,ne
