keys,freq,word1,word2
"""the he""",4,the,he
"""so just""",4,so,just
"""se develop""",4,se,develop
"""koi level""",4,koi,level
"""den to""",4,den,to
"""kashmiri mujahideen""",4,kashmiri,mujahideen
"""log congress""",4,log,congress
"""ami abu""",4,ami,abu
"""pe burnol""",4,pe,burnol
"""k under""",4,k,under
"""pakistaniyo k""",4,pakistaniyo,k
"""ho tum""",4,ho,tum
"""hai festival""",4,hai,festival
"""khan pakistan""",4,khan,pakistan
"""aesay he""",4,aesay,he
"""se m""",4,se,m
"""hai aisy""",4,hai,aisy
"""to war""",4,to,war
"""sir ji""",4,sir,ji
"""love them""",4,love,them
"""party or""",4,party,or
"""r too""",4,r,too
"""me n""",4,me,n
"""say no""",4,say,no
"""ballet paper""",4,ballet,paper
"""ki bht""",4,ki,bht
"""india has""",4,india,has
"""tak india""",4,tak,india
"""antim yatra""",4,antim,yatra
"""rani mukerji""",4,rani,mukerji
"""aur quick""",4,aur,quick
"""ko replace""",4,ko,replace
"""ab muslims""",4,ab,muslims
"""ka test""",4,ka,test
"""soda to""",4,soda,to
"""to call""",4,to,call
"""hoga indian""",4,hoga,indian
"""me they""",4,me,they
"""bada decision""",4,bada,decision
"""gandhi ka""",4,gandhi,ka
"""agar award""",4,agar,award
"""pura media""",4,pura,media
"""ne national""",4,ne,national
"""pe congress""",4,pe,congress
"""hain with""",4,hain,with
"""me debate""",4,me,debate
"""ko control""",4,ko,control
"""se media""",4,se,media
"""lo ya""",4,lo,ya
"""pakistan afganistan""",4,pakistan,afganistan
"""it hurts""",4,it,hurts
"""tumhare army""",4,tumhare,army
"""diya the""",4,diya,the
"""jo language""",4,jo,language
"""pura thread""",4,pura,thread
"""zoya siddiqui""",4,zoya,siddiqui
"""number ab""",4,number,ab
"""ko only""",4,ko,only
"""ka phone""",4,ka,phone
"""me like""",4,me,like
"""ke main""",4,ke,main
"""tha pakistan""",4,tha,pakistan
"""pak ke""",4,pak,ke
"""ta k""",4,ta,k
"""log o""",4,log,o
"""jo bhe""",4,jo,bhe
"""news wale""",4,news,wale
"""ye human""",4,ye,human
"""ki tapri""",4,ki,tapri
"""mein opposition""",4,mein,opposition
"""pyar or""",4,pyar,or
"""to inhe""",4,to,inhe
"""se jealous""",4,se,jealous
"""ki plastic""",4,ki,plastic
"""liye sympathy""",4,liye,sympathy
"""hindu minority""",4,hindu,minority
"""the india""",4,the,india
"""pe block""",4,pe,block
"""kay bary""",4,kay,bary
"""har sans""",4,har,sans
"""bhi without""",4,bhi,without
"""bharat to""",4,bharat,to
"""koi national""",4,koi,national
"""hai god""",4,hai,god
"""bahot strict""",4,bahot,strict
"""gi pakistan""",4,gi,pakistan
"""pic ka""",4,pic,ka
"""hun but""",4,hun,but
"""hai opinion""",4,hai,opinion
"""tumhari army""",4,tumhari,army
"""ge ap""",4,ge,ap
"""hain why""",4,hain,why
"""line se""",4,line,se
"""ke low""",4,ke,low
"""or baluchistan""",4,or,baluchistan
"""hindu terrorist""",4,hindu,terrorist
"""inka media""",4,inka,media
"""koi importance""",4,koi,importance
"""gia hy""",4,gia,hy
"""pakistani k""",4,pakistani,k
"""gay na""",4,gay,na
"""ho news""",4,ho,news
"""k din""",4,k,din
"""atif aslam""",4,atif,aslam
"""gye thy""",4,gye,thy
"""yaha muslims""",4,yaha,muslims
"""to first""",4,to,first
"""ab wo""",4,ab,wo
"""thori dair""",4,thori,dair
"""ki funding""",4,ki,funding
"""hai literally""",4,hai,literally
"""par k""",4,par,k
"""upar or""",4,upar,or
"""ye the""",4,ye,the
"""pak awam""",4,pak,awam
"""ke in""",4,ke,in
"""ka license""",4,ka,license
"""video me""",4,video,me
"""tumhare new""",4,tumhare,new
"""se lekr""",4,se,lekr
"""hua congress""",4,hua,congress
"""se depression""",4,se,depression
"""pe he""",4,pe,he
"""kr be""",4,kr,be
"""hai congratulations""",4,hai,congratulations
"""k gy""",4,k,gy
"""hoga economy""",4,hoga,economy
"""toh pakistani""",4,toh,pakistani
"""hi respect""",4,hi,respect
"""ho in""",4,ho,in
"""hai kitchen""",4,hai,kitchen
"""ki do""",4,ki,do
"""ki promotion""",4,ki,promotion
"""khan sahb""",4,khan,sahb
"""nikal dy""",4,nikal,dy
"""ka in""",4,ka,in
"""ya wesay""",4,ya,wesay
"""aap educated""",4,aap,educated
"""ya or""",4,ya,or
"""i really""",4,i,really
"""to phone""",4,to,phone
"""qom k""",4,qom,k
"""ate he""",4,ate,he
"""jo bomb""",4,jo,bomb
"""k karan""",4,k,karan
"""army pe""",4,army,pe
"""side le""",4,side,le
"""hath me""",4,hath,me
"""iss per""",4,iss,per
"""court me""",4,court,me
"""hai land""",4,hai,land
"""uske family""",4,uske,family
"""ki journalism""",4,ki,journalism
"""ne ap""",4,ne,ap
"""chowki incharge""",4,chowki,incharge
"""par no""",4,par,no
"""apni energy""",4,apni,energy
"""to inho""",4,to,inho
"""wo speech""",4,wo,speech
"""aurat or""",4,aurat,or
"""koi journalist""",4,koi,journalist
"""aur current""",4,aur,current
"""ko attention""",4,ko,attention
"""hi serious""",4,hi,serious
"""dia hy""",4,dia,hy
"""khilaf protest""",4,khilaf,protest
"""dalal he""",4,dalal,he
"""ab bht""",4,ab,bht
"""ka independence""",4,ka,independence
"""ye wo""",4,ye,wo
"""tere se""",4,tere,se
"""zaleel or""",4,zaleel,or
"""get well""",4,get,well
"""delhi govt""",4,delhi,govt
"""saal m""",4,saal,m
"""se r""",4,se,r
"""humare area""",4,humare,area
"""unki personal""",4,unki,personal
"""ke rate""",4,ke,rate
"""ek selfie""",4,ek,selfie
"""no doubt""",4,no,doubt
"""kuch negative""",4,kuch,negative
"""me ate""",4,me,ate
"""allah ne""",4,allah,ne
"""ki air""",4,ki,air
"""nu te""",4,nu,te
"""ko protection""",4,ko,protection
"""bhi salary""",4,bhi,salary
"""hai parents""",4,hai,parents
"""koi is""",4,koi,is
"""kar indian""",4,kar,indian
"""ho government""",4,ho,government
"""se jo""",4,se,jo
"""hai cc""",4,hai,cc
"""iss group""",4,iss,group
"""jin ki""",4,jin,ki
"""uska support""",4,uska,support
"""wali dp""",4,wali,dp
"""ki arrest""",4,ki,arrest
"""pr debate""",4,pr,debate
"""pakistan ja""",4,pakistan,ja
"""jaa skta""",4,jaa,skta
"""log media""",4,log,media
"""jo ess""",4,jo,ess
"""thi govt""",4,thi,govt
"""ki as""",4,ki,as
"""us police""",4,us,police
"""khud ko""",4,khud,ko
"""inkaar ker""",4,inkaar,ker
"""bhi es""",4,bhi,es
"""pani or""",4,pani,or
"""phir b""",4,phir,b
"""hai security""",4,hai,security
"""esa show""",4,esa,show
"""ki dates""",4,ki,dates
"""wo or""",4,wo,or
"""reham kry""",4,reham,kry
"""acha response""",4,acha,response
"""match me""",4,match,me
"""app log""",4,app,log
"""ke hi""",4,ke,hi
"""tha muslims""",4,tha,muslims
"""k hm""",4,k,hm
"""inko v""",4,inko,v
"""problem to""",4,problem,to
"""us or""",4,us,or
"""ke father""",4,ke,father
"""kay wo""",4,kay,wo
"""bap or""",4,bap,or
"""se daily""",4,se,daily
"""twitter is""",4,twitter,is
"""bhi cancer""",4,bhi,cancer
"""din main""",4,din,main
"""us ky""",4,us,ky
"""iss level""",4,iss,level
"""najaiz awlad""",4,najaiz,awlad
"""ni is""",4,ni,is
"""aur hinduism""",4,aur,hinduism
"""ka example""",4,ka,example
"""ki job""",4,ki,job
"""hue or""",4,hue,or
"""bbc ka""",4,bbc,ka
"""tha afghanistan""",4,tha,afghanistan
"""din es""",4,din,es
"""mein plot""",4,mein,plot
"""very very""",4,very,very
"""bat ha""",4,bat,ha
"""any wala""",4,any,wala
"""ko medical""",4,ko,medical
"""de dia""",4,de,dia
"""kami h""",4,kami,h
"""log es""",4,log,es
"""pata chala""",4,pata,chala
"""ki movement""",4,ki,movement
"""pura episode""",4,pura,episode
"""aur twitter""",4,aur,twitter
"""kasmir to""",4,kasmir,to
"""to much""",4,to,much
"""mujhe follow""",4,mujhe,follow
"""hai bt""",4,hai,bt
"""koi quality""",4,koi,quality
"""ko main""",4,ko,main
"""dil se""",4,dil,se
"""ek mental""",4,ek,mental
"""kuch states""",4,kuch,states
"""se type""",4,se,type
"""kuch economy""",4,kuch,economy
"""hoga tou""",4,hoga,tou
"""kiya tou""",4,kiya,tou
"""aur aise""",4,aur,aise
"""dono ki""",4,dono,ki
"""plzzz help""",4,plzzz,help
"""bhi rape""",4,bhi,rape
"""aur black""",4,aur,black
"""k sub""",4,k,sub
"""muslim country""",4,muslim,country
"""jab k""",4,jab,k
"""ne he""",4,ne,he
"""se planning""",4,se,planning
"""ya news""",4,ya,news
"""to bbc""",4,to,bbc
"""family k""",4,family,k
"""janta party""",4,janta,party
"""ka pessa""",4,ka,pessa
"""par lathi""",4,par,lathi
"""birth date""",4,birth,date
"""election k""",4,election,k
"""par debate""",4,par,debate
"""iski age""",4,iski,age
"""mange the""",4,mange,the
"""post par""",4,post,par
"""bas ap""",4,bas,ap
"""hai memory""",4,hai,memory
"""muslim ya""",4,muslim,ya
"""wo ek""",4,wo,ek
"""mein the""",4,mein,the
"""ha mery""",4,ha,mery
"""ap ye""",4,ap,ye
"""ye desh""",4,ye,desh
"""hae or""",4,hae,or
"""ek satellite""",4,ek,satellite
"""chalta he""",4,chalta,he
"""chal foot""",4,chal,foot
"""i cant""",4,i,cant
"""ho mgr""",4,ho,mgr
"""se ki""",4,se,ki
"""bjp or""",4,bjp,or
"""es ko""",4,es,ko
"""tumhari air""",4,tumhari,air
"""news pe""",4,news,pe
"""bhi suspend""",4,bhi,suspend
"""k main""",4,k,main
"""hoga because""",4,hoga,because
"""parapty to""",4,parapty,to
"""k kai""",4,k,kai
"""aap news""",4,aap,news
"""to past""",4,to,past
"""ke sb""",4,ke,sb
"""bhi army""",4,bhi,army
"""khan ky""",4,khan,ky
"""asa he""",4,asa,he
"""vote dia""",4,vote,dia
"""se tum""",4,se,tum
"""jo army""",4,jo,army
"""or awam""",4,or,awam
"""me news""",4,me,news
"""ye freedom""",4,ye,freedom
"""to safe""",4,to,safe
"""or islam""",4,or,islam
"""aise pic""",4,aise,pic
"""ko disown""",4,ko,disown
"""golden temple""",4,golden,temple
"""sath pic""",4,sath,pic
"""ayi to""",4,ayi,to
"""koi real""",4,koi,real
"""kia kry""",4,kia,kry
"""tumhara channel""",4,tumhara,channel
"""bhai new""",4,bhai,new
"""to ne""",4,to,ne
"""ke mla""",4,ke,mla
"""ye swal""",4,ye,swal
"""ki routine""",4,ki,routine
"""ko show""",4,ko,show
"""to desh""",4,to,desh
"""haha also""",4,haha,also
"""koi followers""",4,koi,followers
"""jo selected""",4,jo,selected
"""shame to""",4,shame,to
"""ki tera""",4,ki,tera
"""koi vision""",4,koi,vision
"""ko krny""",4,ko,krny
"""log sb""",4,log,sb
"""bas india""",4,bas,india
"""kaha ki""",4,kaha,ki
"""karo aisy""",4,karo,aisy
"""karay or""",4,karay,or
"""purane tweets""",4,purane,tweets
"""he thanks""",4,he,thanks
"""ko terrorism""",4,ko,terrorism
"""ek player""",4,ek,player
"""ko sza""",4,ko,sza
"""ki date""",4,ki,date
"""ki wazahat""",4,ki,wazahat
"""wadey sobey""",4,wadey,sobey
"""k rest""",4,k,rest
"""r so""",4,r,so
"""to face""",4,to,face
"""meri team""",4,meri,team
"""what are""",4,what,are
"""am one""",4,am,one
"""kare gy""",4,kare,gy
"""kashmir mai""",4,kashmir,mai
"""wese ap""",4,wese,ap
"""se zaida""",4,se,zaida
"""ni kr""",4,ni,kr
"""arab rupees""",4,arab,rupees
"""modi supporter""",4,modi,supporter
"""aur islamabad""",4,aur,islamabad
"""sare pakistani""",4,sare,pakistani
"""bi or""",4,bi,or
"""he allah""",4,he,allah
"""banate he""",4,banate,he
"""ka kch""",4,ka,kch
"""hi pic""",4,hi,pic
"""meri ami""",4,meri,ami
"""naya president""",4,naya,president
"""dena hy""",4,dena,hy
"""par gour""",4,par,gour
"""do pilot""",4,do,pilot
"""ye troll""",4,ye,troll
"""ke ashram""",4,ke,ashram
"""channel ko""",4,channel,ko
"""hai free""",4,hai,free
"""pita g""",4,pita,g
"""ha dm""",4,ha,dm
"""ki ese""",4,ki,ese
"""wo last""",4,wo,last
"""wo suicide""",4,wo,suicide
"""meeting me""",4,meeting,me
"""mian sb""",4,mian,sb
"""ne british""",4,ne,british
"""hai au""",4,hai,au
"""k jang""",4,k,jang
"""itni security""",4,itni,security
"""tea is""",4,tea,is
"""r u""",4,r,u
"""ke bre""",4,ke,bre
"""bhi rss""",4,bhi,rss
"""hi a""",4,hi,a
"""sikh brothers""",4,sikh,brothers
"""thi movie""",4,thi,movie
"""can you""",4,can,you
"""hai take""",4,hai,take
"""ab politics""",4,ab,politics
"""is chez""",4,is,chez
"""ko spot""",4,ko,spot
"""account me""",4,account,me
"""lal quila""",4,lal,quila
"""nai thy""",4,nai,thy
"""hai haters""",4,hai,haters
"""ye language""",4,ye,language
"""tha reply""",4,tha,reply
"""hain great""",4,hain,great
"""tum s""",4,tum,s
"""video to""",4,video,to
"""hamne cpmg""",4,hamne,cpmg
"""ladies police""",4,ladies,police
"""ye online""",4,ye,online
"""tha per""",4,tha,per
"""sunnat e""",4,sunnat,e
"""kro or""",4,kro,or
"""saath trade""",4,saath,trade
"""kam ap""",4,kam,ap
"""jis may""",4,jis,may
"""desh porkistan""",4,desh,porkistan
"""ka captain""",4,ka,captain
"""ya prime""",4,ya,prime
"""one more""",4,one,more
"""hi pakistan""",4,hi,pakistan
"""ek good""",4,ek,good
"""aap journalist""",4,aap,journalist
"""par ap""",4,par,ap
"""ki election""",4,ki,election
"""asani sy""",4,asani,sy
"""ko seriously""",4,ko,seriously
"""sahi se""",4,sahi,se
"""me air""",4,me,air
"""hn gy""",4,hn,gy
"""uski respect""",4,uski,respect
"""jo pakistani""",4,jo,pakistani
"""k festival""",4,k,festival
"""ga mujy""",4,ga,mujy
"""ek bhojpuri""",4,ek,bhojpuri
"""bar dancer""",4,bar,dancer
"""tha tb""",4,tha,tb
"""es ki""",4,es,ki
"""h es""",4,h,es
"""h mere""",4,h,mere
"""ne islam""",4,ne,islam
"""school me""",4,school,me
"""the na""",4,the,na
"""bata rahy""",4,bata,rahy
"""us ka""",4,us,ka
"""plan cancel""",4,plan,cancel
"""lie to""",4,lie,to
"""ye manhoos""",4,ye,manhoos
"""ki films""",4,ki,films
"""karachi main""",4,karachi,main
"""kam knowledge""",4,kam,knowledge
"""aya tha""",4,aya,tha
"""hard work""",4,hard,work
"""ameen ap""",4,ameen,ap
"""k paisy""",4,k,paisy
"""iss situation""",4,iss,situation
"""ho terrorism""",4,ho,terrorism
"""modi gov""",4,modi,gov
"""aditya nath""",4,aditya,nath
"""just ignore""",4,just,ignore
"""muslim are""",4,muslim,are
"""aur republic""",4,aur,republic
"""ki baat""",4,ki,baat
"""u should""",4,u,should
"""hi log""",4,hi,log
"""hal to""",4,hal,to
"""dehshat gard""",4,dehshat,gard
"""ye modi""",4,ye,modi
"""or os""",4,or,os
"""jisne emergency""",4,jisne,emergency
"""ko development""",4,ko,development
"""mam ap""",4,mam,ap
"""hai private""",4,hai,private
"""saal me""",4,saal,me
"""stop it""",4,stop,it
"""k oper""",4,k,oper
"""aur hmary""",4,aur,hmary
"""hi gand""",4,hi,gand
"""hai reporter""",4,hai,reporter
"""khan ke""",4,khan,ke
"""k parents""",4,k,parents
"""jo salary""",4,jo,salary
"""kon say""",4,kon,say
"""ka charge""",4,ka,charge
"""tu bas""",4,tu,bas
"""barish sy""",4,barish,sy
"""kuch development""",4,kuch,development
"""mai education""",4,mai,education
"""chote mote""",4,chote,mote
"""hi sare""",4,hi,sare
"""kro ap""",4,kro,ap
"""baare me""",4,baare,me
"""jo israel""",4,jo,israel
"""sir village""",4,sir,village
"""iska twitter""",4,iska,twitter
"""hai l""",4,hai,l
"""bill gates""",4,bill,gates
"""ko beach""",4,ko,beach
"""toh police""",4,toh,police
"""bhai happy""",4,bhai,happy
"""se oper""",4,se,oper
"""hai dogle""",4,hai,dogle
"""gay hind""",4,gay,hind
"""world record""",4,world,record
"""par girls""",4,par,girls
"""koi freedom""",4,koi,freedom
"""ki study""",4,ki,study
"""koi time""",4,koi,time
"""ke tour""",4,ke,tour
"""jaise tweets""",4,jaise,tweets
"""se public""",4,se,public
"""phir president""",4,phir,president
"""ke photos""",4,ke,photos
"""hi anti""",4,hi,anti
"""ye negative""",4,ye,negative
"""hamara special""",4,hamara,special
"""aur kherbon""",4,aur,kherbon
"""ac main""",4,ac,main
"""ki surname""",4,ki,surname
"""mein eid""",4,mein,eid
"""hai many""",4,hai,many
"""ye government""",4,ye,government
"""ko mund""",4,ko,mund
"""raat may""",4,raat,may
"""ek sec""",4,ek,sec
"""hai my""",4,hai,my
"""or use""",4,or,use
"""kren gy""",4,kren,gy
"""ya real""",4,ya,real
"""denge or""",4,denge,or
"""agar aap""",4,agar,aap
"""rss k""",4,rss,k
"""ki tra""",4,ki,tra
"""sawal h""",4,sawal,h
"""zardari family""",4,zardari,family
"""hota tha""",4,hota,tha
"""hai feminism""",4,hai,feminism
"""bahria town""",4,bahria,town
"""apne political""",4,apne,political
"""bank ki""",4,bank,ki
"""aata hy""",4,aata,hy
"""aur indira""",4,aur,indira
"""rakesh papa""",4,rakesh,papa
"""ke protest""",4,ke,protest
"""din condom""",4,din,condom
"""aur i""",4,aur,i
"""de by""",4,de,by
"""modi govt""",4,modi,govt
"""koi issues""",4,koi,issues
"""dekh ly""",4,dekh,ly
"""in indian""",4,in,indian
"""hi history""",4,hi,history
"""ki mob""",4,ki,mob
"""liye article""",4,liye,article
"""suraj gupta""",4,suraj,gupta
"""ghar village""",4,ghar,village
"""aur use""",4,aur,use
"""war start""",4,war,start
"""ek fact""",4,ek,fact
"""na same""",4,na,same
"""arun jetly""",4,arun,jetly
"""indian to""",4,indian,to
"""time ke""",4,time,ke
"""logoun se""",4,logoun,se
"""aur world""",4,aur,world
"""mere twitter""",4,mere,twitter
"""aa bs""",4,aa,bs
"""beti pakistan""",4,beti,pakistan
"""se special""",4,se,special
"""ka freedom""",4,ka,freedom
"""ka chance""",4,ka,chance
"""apni economic""",4,apni,economic
"""itna propaganda""",4,itna,propaganda
"""ko phr""",4,ko,phr
"""ek prime""",4,ek,prime
"""bhi protest""",4,bhi,protest
"""apni speech""",4,apni,speech
"""ab jail""",4,ab,jail
"""k lay""",4,k,lay
"""maine use""",4,maine,use
"""ke rss""",4,ke,rss
"""jo sastro""",4,jo,sastro
"""b day""",4,b,day
"""ka makeup""",4,ka,makeup
"""tum mery""",4,tum,mery
"""cheezein weird""",4,cheezein,weird
"""gaya i""",4,gaya,i
"""ki frustration""",4,ki,frustration
"""ameer e""",4,ameer,e
"""kashmiri people""",4,kashmiri,people
"""baar confirm""",4,baar,confirm
"""tarah muslims""",4,tarah,muslims
"""to they""",4,to,they
"""me unfollow""",4,me,unfollow
"""america ne""",4,america,ne
"""free ka""",4,free,ka
"""hai ignore""",4,hai,ignore
"""hoga govt""",4,hoga,govt
"""ko criticize""",4,ko,criticize
"""allah ny""",4,allah,ny
"""bethe the""",4,bethe,the
"""ki interview""",4,ki,interview
"""hai 15th""",4,hai,15th
"""sirf press""",4,sirf,press
"""ye comedy""",4,ye,comedy
"""ek kilo""",4,ek,kilo
"""pta he""",4,pta,he
"""ab pm""",4,ab,pm
"""kuch muslims""",4,kuch,muslims
"""tha on""",4,tha,on
"""acha he""",4,acha,he
"""do minute""",4,do,minute
"""janna h""",4,janna,h
"""bat k""",4,bat,k
"""wo google""",4,wo,google
"""hain simple""",4,hain,simple
"""awaam ap""",4,awaam,ap
"""me free""",4,me,free
"""ka internet""",4,ka,internet
"""so k""",4,so,k
"""tumhare religion""",4,tumhare,religion
"""ki families""",4,ki,families
"""video share""",4,video,share
"""bhi hospital""",4,bhi,hospital
"""junaid safdar""",4,junaid,safdar
"""se break""",4,se,break
"""bhi kam""",4,bhi,kam
"""ho rss""",4,ho,rss
"""gi to""",4,gi,to
"""u did""",4,u,did
"""hain tum""",4,hain,tum
"""rona to""",4,rona,to
"""ke rapist""",4,ke,rapist
"""pakistan china""",4,pakistan,china
"""me net""",4,me,net
"""se tou""",4,se,tou
"""is pakistani""",4,is,pakistani
"""sir media""",4,sir,media
"""aur sub""",4,aur,sub
"""tha fir""",4,tha,fir
"""me last""",4,me,last
"""mere abu""",4,mere,abu
"""log islam""",4,log,islam
"""wo phly""",4,wo,phly
"""do use""",4,do,use
"""hum a""",4,hum,a
"""ek b""",4,ek,b
"""nahi also""",4,nahi,also
"""to n""",4,to,n
"""se lekar""",4,se,lekar
"""kr na""",4,kr,na
"""ke karmchari""",4,ke,karmchari
"""ye tweeter""",4,ye,tweeter
"""sab news""",4,sab,news
"""ko smart""",4,ko,smart
"""us ko""",4,us,ko
"""ka left""",4,ka,left
"""he must""",4,he,must
"""hai defence""",4,hai,defence
"""allah sb""",4,allah,sb
"""unke supporters""",4,unke,supporters
"""red light""",4,red,light
"""ki supply""",4,ki,supply
"""is mansik""",4,is,mansik
"""tere ancestors""",4,tere,ancestors
"""alag hi""",4,alag,hi
"""walo ki""",4,walo,ki
"""shri narender""",4,shri,narender
"""b koi""",4,b,koi
"""kar and""",4,kar,and
"""skti he""",4,skti,he
"""jo stand""",4,jo,stand
"""lo endians""",4,lo,endians
"""to yha""",4,to,yha
"""bhi positive""",4,bhi,positive
"""tha shame""",4,tha,shame
"""h agar""",4,h,agar
"""tumhe pta""",4,tumhe,pta
"""ki need""",4,ki,need
"""to prove""",4,to,prove
"""ga please""",4,ga,please
"""dino bad""",4,dino,bad
"""ko zero""",4,ko,zero
"""tha now""",4,tha,now
"""pe the""",4,pe,the
"""thori der""",4,thori,der
"""to date""",4,to,date
"""sara blame""",4,sara,blame
"""g ne""",4,g,ne
"""tak army""",4,tak,army
"""hi top""",4,hi,top
"""se bht""",4,se,bht
"""hai indirectly""",4,hai,indirectly
"""ke religion""",4,ke,religion
"""hai get""",4,hai,get
"""ye it""",4,ye,it
"""lo q""",4,lo,q
"""aj underwear""",4,aj,underwear
"""ka brand""",4,ka,brand
"""k pehly""",4,k,pehly
"""abe wo""",4,abe,wo
"""ke muslim""",4,ke,muslim
"""sy to""",4,sy,to
"""beshram log""",4,beshram,log
"""liye cabinet""",4,liye,cabinet
"""indian ki""",4,indian,ki
"""tk sb""",4,tk,sb
"""apne personal""",4,apne,personal
"""tu ap""",4,tu,ap
"""ko politics""",4,ko,politics
"""ke this""",4,ke,this
"""hamare president""",4,hamare,president
"""ka comparison""",4,ka,comparison
"""aur direct""",4,aur,direct
"""na family""",4,na,family
"""to porkistan""",4,to,porkistan
"""hockey stick""",4,hockey,stick
"""gaye operation""",4,gaye,operation
"""jo camera""",4,jo,camera
"""pak saw""",4,pak,saw
"""desh ki""",4,desh,ki
"""gay or""",4,gay,or
"""state ke""",4,state,ke
"""mai media""",4,mai,media
"""family ko""",4,family,ko
"""gaya hoga""",4,gaya,hoga
"""page pr""",4,page,pr
"""ata farmay""",4,ata,farmay
"""ne islamabad""",4,ne,islamabad
"""koi mental""",4,koi,mental
"""pura desh""",4,pura,desh
"""tha pakistani""",4,tha,pakistani
"""gai thi""",4,gai,thi
"""do the""",4,do,the
"""log ac""",4,log,ac
"""ke ly""",4,ke,ly
"""liya tha""",4,liya,tha
"""isme or""",4,isme,or
"""koi congress""",4,koi,congress
"""ki merit""",4,ki,merit
"""wali congress""",4,wali,congress
"""cong ne""",4,cong,ne
"""hafiz said""",4,hafiz,said
"""ni de""",4,ni,de
"""ki bt""",4,ki,bt
"""log pakistani""",4,log,pakistani
"""nai skta""",4,nai,skta
"""ki free""",4,ki,free
"""america china""",4,america,china
"""ha us""",4,ha,us
"""kashmir muslims""",4,kashmir,muslims
"""hindu pandits""",4,hindu,pandits
"""desh to""",4,desh,to
"""tumhara religion""",4,tumhara,religion
"""ab political""",4,ab,political
"""hai block""",4,hai,block
"""leader k""",4,leader,k
"""log sare""",4,log,sare
"""baat economy""",4,baat,economy
"""hamara national""",4,hamara,national
"""to door""",4,to,door
"""bless her""",4,bless,her
"""gaya f16""",4,gaya,f16
"""to beta""",4,to,beta
"""to name""",4,to,name
"""pakistan air""",4,pakistan,air
"""lain gay""",4,lain,gay
"""bhi status""",4,bhi,status
"""koi surprise""",4,koi,surprise
"""kuch months""",4,kuch,months
"""the bc""",4,the,bc
"""anti pakistan""",4,anti,pakistan
"""pe proud""",4,pe,proud
"""he pr""",4,he,pr
"""mai release""",4,mai,release
"""me toilet""",4,me,toilet
"""koi policy""",4,koi,policy
"""ni kia""",4,ni,kia
"""sab apny""",4,sab,apny
"""apne corrupt""",4,apne,corrupt
"""ko publicity""",4,ko,publicity
"""case ko""",4,case,ko
"""like a""",4,like,a
"""hua hy""",4,hua,hy
"""prasad mukherjee""",4,prasad,mukherjee
"""cutt off""",4,cutt,off
"""tak to""",4,tak,to
"""sakty thy""",4,sakty,thy
"""ke reporters""",4,ke,reporters
"""aur population""",4,aur,population
"""kv ka""",4,kv,ka
"""raha hn""",4,raha,hn
"""ka live""",4,ka,live
"""tha army""",4,tha,army
"""par rss""",4,par,rss
"""ke selected""",4,ke,selected
"""chuka h""",4,chuka,h
"""apne cousin""",4,apne,cousin
"""k msgs""",4,k,msgs
"""inke support""",4,inke,support
"""ek trf""",4,ek,trf
"""bhi search""",4,bhi,search
"""aur name""",4,aur,name
"""baat freedom""",4,baat,freedom
"""name to""",4,name,to
"""bhi important""",4,bhi,important
"""hai roads""",4,hai,roads
"""na rahy""",4,na,rahy
"""nhi ki""",4,nhi,ki
"""kar pta""",4,kar,pta
"""ki via""",4,ki,via
"""se cancer""",4,se,cancer
"""ali geelani""",4,ali,geelani
"""sath me""",4,sath,me
"""delivery boy""",4,delivery,boy
"""ko it""",4,ko,it
"""bechare ne""",4,bechare,ne
"""ne kon""",4,ne,kon
"""se pm""",4,se,pm
"""hoga ki""",4,hoga,ki
"""ke trade""",4,ke,trade
"""le and""",4,le,and
"""pani fer""",4,pani,fer
"""ha per""",4,ha,per
"""ke politicians""",4,ke,politicians
"""hakumat may""",4,hakumat,may
"""jai congress""",4,jai,congress
"""mere post""",4,mere,post
"""ko hindutva""",4,ko,hindutva
"""wahi live""",4,wahi,live
"""me new""",4,me,new
"""main i""",4,main,i
"""date me""",4,date,me
"""hai congratulation""",4,hai,congratulation
"""na krna""",4,na,krna
"""pakistani aur""",4,pakistani,aur
"""ka reporter""",4,ka,reporter
"""hoga must""",4,hoga,must
"""un sc""",4,un,sc
"""c a""",4,c,a
"""ko offer""",4,ko,offer
"""tum sub""",4,tum,sub
"""rhy ho""",4,rhy,ho
"""ki reports""",4,ki,reports
"""jo ns""",4,jo,ns
"""sharif and""",4,sharif,and
"""ac me""",4,ac,me
"""tum es""",4,tum,es
"""mani shanker""",4,mani,shanker
"""ki common""",4,ki,common
"""do congress""",4,do,congress
"""hoga with""",4,hoga,with
"""ko lynch""",4,ko,lynch
"""tak ka""",4,tak,ka
"""ko manipulate""",4,ko,manipulate
"""wo tou""",4,wo,tou
"""pr focus""",4,pr,focus
"""rha hu""",4,rha,hu
"""hamesha negative""",4,hamesha,negative
"""kon kon""",4,kon,kon
"""apne status""",4,apne,status
"""ye indians""",4,ye,indians
"""hui school""",4,hui,school
"""apna profile""",4,apna,profile
"""barsaat k""",4,barsaat,k
"""pakistan media""",4,pakistan,media
"""koi information""",4,koi,information
"""isi payroll""",4,isi,payroll
"""sab members""",4,sab,members
"""me video""",4,me,video
"""jyada security""",4,jyada,security
"""che fans""",4,che,fans
"""parta hy""",4,parta,hy
"""aik request""",4,aik,request
"""hi her""",4,hi,her
"""anti nationals""",4,anti,nationals
"""pilot ko""",4,pilot,ko
"""love it""",4,love,it
